Transaction_ID,Customer_ID,Invoice_Number,Transaction_Date,Invoice_Amount,Payment_Date,Discount_Applied,Refund_Issued,Transaction_Type,Anomaly_Tag
T100034,C7956,INV10034,13/06/2024,1640.34,25/06/2024,125.13,148.87,Payment,Normal
T100035,C9809,INV10035,26/03/2024,1321.53,29/03/2024,81.35,99.85,Payment,Normal
T100036,C5194,INV10036,27/06/2024,1221.11,23/07/2024,14.1,35.38,Payment,Normal
T100037,C3244,INV10037,21/08/2024,889.98,13/09/2024,124.11,71.92,Payment,Normal
T100038,C6270,INV10038,04/12/2024,3203.68,21/12/2024,418.78,257.47,Payment,Normal
T100039,C5515,INV10039,03/08/2024,1014.19,01/09/2024,135.78,54.7,Payment,Normal
T100040,C5912,INV10040,24/10/2024,4056.46,04/11/2024,545.24,129,Payment,Normal
T100041,C4608,INV10041,28/06/2024,639.25,01/07/2024,21.86,27.3,Payment,Normal
T100042,C7740,INV10042,28/01/2024,4108.27,28/01/2024,530.42,2.86,Payment,Normal
T100043,C1779,INV10043,20/06/2024,2602.66,07/07/2024,162.96,57.81,Payment,Normal
T100044,C6198,INV10044,30/05/2024,687.34,30/05/2024,34.81,64.81,Payment,Normal
T100045,C6594,INV10045,01/03/2024,1683.69,01/03/2024,131.02,118.37,Payment,Normal
T100046,C4104,INV10046,27/08/2024,1881.79,19/09/2024,274.3,181.11,Payment,Normal
T100047,C5531,INV10047,05/01/2024,1333.73,29/01/2024,99.48,40.13,Payment,Normal
T100048,C1908,INV10048,24/02/2024,1495.72,16/03/2024,8.28,91.17,Payment,Normal
T100049,C9397,INV10049,12/12/2024,2563.13,01/01/2025,19.79,71.42,Payment,Normal
T100050,C2283,INV10050,23/11/2024,4550.5,02/12/2024,163.52,65.93,Payment,Normal
T100051,C3903,INV10051,18/07/2024,2498.32,08/08/2024,369.37,60.47,Payment,Normal
T100052,C9469,INV10052,24/05/2024,3393.46,11/06/2024,387.68,80.64,Payment,Normal
T100053,C9574,INV10053,21/05/2024,3668.26,21/05/2024,202.37,231.95,Payment,Normal
T100054,C5418,INV10054,30/06/2024,3204.3,11/07/2024,257.52,28.93,Payment,Normal
T100055,C3087,INV10055,14/08/2024,4192.98,31/08/2024,201.75,78.21,Payment,Normal
T100056,C5165,INV10056,26/04/2024,299.8,01/05/2024,26.57,20.31,Payment,Normal
T100057,C7402,INV10057,07/01/2024,181.28,02/02/2024,13.92,4.11,Payment,Normal
T100058,C8207,INV10058,21/04/2024,3261.35,16/05/2024,85.3,225.34,Payment,Normal
T100059,C6455,INV10059,17/05/2024,1995,17/05/2024,280.32,27.44,Payment,Normal
T100060,C9314,INV10060,31/03/2024,1771.23,19/04/2024,30.15,163.78,Payment,Normal
T100061,C1222,INV10061,08/07/2024,4398.96,26/07/2024,170.2,290.32,Payment,Normal
T100062,C3884,INV10062,12/03/2024,4104.39,12/03/2024,341.81,217.39,Payment,Normal
T100063,C3580,INV10063,09/02/2024,1285.08,26/02/2024,17.95,115.3,Payment,Normal
T100064,C6079,INV10064,12/04/2024,4512.05,15/04/2024,428.49,152.97,Payment,Normal
T100065,C2205,INV10065,10/05/2024,1811.13,01/06/2024,197.22,162.48,Payment,Normal
T100066,C3845,INV10066,25/10/2024,4446.72,23/11/2024,520.18,285.49,Payment,Normal
T100067,C8476,INV10067,03/09/2024,512.29,09/09/2024,12.42,46.03,Payment,Normal
T100068,C9673,INV10068,02/10/2024,3071.5,25/10/2024,4.24,31.17,Payment,Normal
T100069,C9233,INV10069,25/05/2024,3351.16,20/06/2024,2.54,53.89,Payment,Normal
T100070,C7942,INV10070,28/05/2024,2788.8,09/06/2024,289.43,181.82,Payment,Normal
T100071,C1982,INV10071,01/01/2024,1198.92,18/01/2024,128.08,28.44,Payment,Normal
T100072,C9887,INV10072,14/04/2024,1694.46,29/04/2024,189.73,110.08,Payment,Normal
T100073,C1884,INV10073,25/11/2024,4261.19,11/12/2024,420.33,242.17,Payment,Normal
T100074,C7145,INV10074,06/01/2024,559.01,29/01/2024,30.83,14.83,Payment,Normal
T100075,C8549,INV10075,22/08/2024,1295.55,29/08/2024,189.09,50.93,Payment,Normal
T100076,C7569,INV10076,27/12/2024,4471.03,10/01/2025,423.28,355.36,Payment,Normal
T100077,C8935,INV10077,20/08/2024,2562.92,28/08/2024,221.78,126.23,Payment,Normal
T100078,C9050,INV10078,09/09/2024,1056.69,01/10/2024,114.51,29.67,Payment,Normal
T100079,C3859,INV10079,02/06/2024,219.15,15/06/2024,21.22,3.88,Payment,Normal
T100080,C2264,INV10080,12/04/2024,4708.25,25/04/2024,673.7,430.74,Payment,Normal
T100081,C9783,INV10081,31/01/2024,1913.78,19/02/2024,4.44,177.66,Payment,Normal
T100082,C5206,INV10082,06/07/2024,2198.1,24/07/2024,318.72,211.81,Payment,Normal
T100083,C6216,INV10083,12/06/2024,4279.75,07/07/2024,189.03,164.81,Payment,Normal
T100084,C6274,INV10084,04/04/2024,4270.57,12/04/2024,203.02,72.38,Payment,Normal
T100085,C5153,INV10085,13/01/2024,2828.33,02/02/2024,397.16,196.86,Payment,Normal
T100086,C8171,INV10086,31/08/2024,2893.3,17/09/2024,42.17,177.94,Payment,Normal
T100087,C5502,INV10087,30/05/2024,4951.26,31/05/2024,104.04,256.64,Payment,Normal
T100088,C8848,INV10088,28/05/2024,4399.13,04/06/2024,488.81,306.63,Payment,Normal
T100089,C1936,INV10089,17/12/2024,3542.17,13/01/2025,191.01,104,Payment,Normal
T100090,C9096,INV10090,08/07/2024,4065.87,06/08/2024,494.07,352.54,Payment,Normal
T100091,C7976,INV10091,13/09/2024,4574.88,10/10/2024,350.9,229.44,Payment,Normal
T100092,C1315,INV10092,19/03/2024,4011.65,26/03/2024,391.11,281.6,Payment,Normal
T100093,C5524,INV10093,12/07/2024,3999.38,28/07/2024,533.92,135.18,Payment,Normal
T100094,C7921,INV10094,06/04/2024,1940.36,10/04/2024,27.35,112.21,Payment,Normal
T100095,C5114,INV10095,17/10/2024,276.12,31/10/2024,19.28,14.98,Payment,Normal
T100096,C5139,INV10096,19/07/2024,1504.05,25/07/2024,133.3,4.59,Payment,Normal
T100097,C7245,INV10097,10/06/2024,283.01,22/06/2024,34.92,10.19,Payment,Normal
T100098,C6896,INV10098,27/05/2024,722.6,08/06/2024,56.61,55.64,Payment,Normal
T100099,C5061,INV10099,15/06/2024,1157.52,19/06/2024,108.15,9.88,Payment,Normal
T100100,C4635,INV10100,10/05/2024,353.24,14/05/2024,28.15,19.1,Payment,Normal
T100101,C7140,INV10101,07/10/2024,3223.41,07/10/2024,351.07,314.56,Payment,Normal
T100102,C2733,INV10102,03/07/2024,2629.87,12/07/2024,127.4,209.12,Payment,Normal
T100103,C3228,INV10103,09/10/2024,1427.08,31/10/2024,93.97,11.2,Payment,Normal
T100104,C9334,INV10104,25/09/2024,224.22,22/10/2024,32.38,18.74,Payment,Normal
T100105,C4443,INV10105,06/04/2024,3510.27,06/04/2024,215.33,60.83,Payment,Normal
T100106,C8368,INV10106,04/03/2024,866.54,28/03/2024,32.53,47.59,Payment,Normal
T100107,C2610,INV10107,01/01/2024,3601.52,09/01/2024,356.66,100.82,Payment,Normal
T100108,C3640,INV10108,05/08/2024,4778.84,29/08/2024,528.94,264.92,Payment,Normal
T100109,C8816,INV10109,04/05/2024,3097.43,25/05/2024,194.95,76.73,Payment,Normal
T100110,C7142,INV10110,08/02/2024,1844.27,09/03/2024,209.65,2.65,Payment,Normal
T100111,C8032,INV10111,14/12/2024,668.76,13/01/2025,4.61,2.72,Payment,Normal
T100112,C9035,INV10112,02/06/2024,4291.76,10/06/2024,452.99,203.5,Payment,Normal
T100113,C2353,INV10113,23/02/2024,579.39,22/03/2024,42.73,27.43,Payment,Normal
T100114,C5692,INV10114,29/09/2024,948.69,01/10/2024,61.74,37.81,Payment,Normal
T100115,C9889,INV10115,29/06/2024,3117.67,11/07/2024,297,14.12,Payment,Normal
T100116,C1604,INV10116,24/05/2024,1935.6,31/05/2024,181.71,97.39,Payment,Normal
T100117,C5501,INV10117,20/11/2024,4296.8,12/12/2024,424.54,70.01,Payment,Normal
T100118,C4565,INV10118,17/01/2024,445.79,18/01/2024,42.96,1.18,Payment,Normal
T100119,C8605,INV10119,05/01/2024,2970.3,15/01/2024,418.91,170.93,Payment,Normal
T100120,C5817,INV10120,22/09/2024,2002.03,21/10/2024,193.18,91.74,Payment,Normal
T100121,C5412,INV10121,03/05/2024,2773.52,03/05/2024,391.68,107.09,Payment,Normal
T100122,C4014,INV10122,27/07/2024,4809.83,18/08/2024,653.19,94.17,Payment,Normal
T100123,C4130,INV10123,02/05/2024,439.87,07/05/2024,6.65,0.8,Payment,Normal
T100124,C3290,INV10124,20/12/2024,562.77,12/01/2025,57.66,4.01,Payment,Normal
T100125,C9244,INV10125,22/09/2024,1662.98,15/10/2024,210.75,3.87,Payment,Normal
T100126,C8789,INV10126,14/08/2024,4090.9,16/08/2024,172.96,48.34,Payment,Normal
T100127,C7634,INV10127,15/05/2024,3514.01,14/06/2024,331.52,308.34,Payment,Normal
T100128,C2381,INV10128,23/01/2024,3701.85,31/01/2024,446.15,104.4,Payment,Normal
T100129,C4525,INV10129,16/12/2024,969.45,13/01/2025,109.15,78.22,Payment,Normal
T100130,C1390,INV10130,25/11/2024,4953.48,19/12/2024,306.58,184.28,Payment,Normal
T100131,C7376,INV10131,18/05/2024,3904.42,21/05/2024,199.6,363.41,Payment,Normal
T100132,C1967,INV10132,24/03/2024,4306.22,05/04/2024,277.1,323.34,Payment,Normal
T100133,C4032,INV10133,24/12/2024,3797.26,17/01/2025,58.74,342.72,Payment,Normal
T100134,C3105,INV10134,11/09/2024,2575.74,19/09/2024,319.31,82.44,Payment,Normal
T100135,C7303,INV10135,16/04/2024,4488.06,27/04/2024,262.01,4.86,Payment,Normal
T100136,C3478,INV10136,20/01/2024,4536.37,17/02/2024,62.12,144.85,Payment,Normal
T100137,C2990,INV10137,15/03/2024,4755.3,31/03/2024,678.06,272.69,Payment,Normal
T100138,C5202,INV10138,19/03/2024,3196,28/03/2024,214.98,93.71,Payment,Normal
T100139,C6852,INV10139,17/11/2024,1710.46,07/12/2024,172.55,128.69,Payment,Normal
T100140,C1903,INV10140,27/07/2024,3978.74,23/08/2024,471.25,36.29,Payment,Normal
T100141,C4105,INV10141,19/03/2024,2522.66,10/04/2024,21.78,138.63,Payment,Normal
T100142,C2349,INV10142,29/09/2024,2263.5,29/09/2024,301.4,79.43,Payment,Normal
T100143,C9731,INV10143,17/08/2024,673.63,23/08/2024,14.45,51.3,Payment,Normal
T100144,C1198,INV10144,25/11/2024,3129.27,15/12/2024,47.47,26.32,Payment,Normal
T100145,C1738,INV10145,29/04/2024,3534.75,05/05/2024,38.58,290.51,Payment,Normal
T100146,C7285,INV10146,13/11/2024,3560.59,09/12/2024,43.45,30.21,Payment,Normal
T100147,C1942,INV10147,04/05/2024,4934.53,21/05/2024,277.03,182.89,Payment,Normal
T100148,C3804,INV10148,30/04/2024,4082.72,02/05/2024,580.1,402.56,Payment,Normal
T100149,C8742,INV10149,28/03/2024,3791.55,24/04/2024,213.99,31.66,Payment,Normal
T100150,C1277,INV10150,16/01/2024,3908.02,22/01/2024,327.34,165.79,Payment,Normal
T100151,C9994,INV10151,12/06/2024,4541.14,08/07/2024,75.74,223.71,Payment,Normal
T100152,C6018,INV10152,25/11/2024,155.63,27/11/2024,10.94,0.88,Payment,Normal
T100153,C8994,INV10153,15/08/2024,682.21,13/09/2024,12.03,44.29,Payment,Normal
T100154,C6925,INV10154,23/04/2024,3755.62,28/04/2024,328.64,361.36,Payment,Normal
T100155,C4140,INV10155,19/02/2024,1936.87,24/02/2024,83.01,168.24,Payment,Normal
T100156,C9645,INV10156,12/11/2024,1195.62,26/11/2024,172.75,1.45,Payment,Normal
T100157,C9302,INV10157,24/04/2024,4852.41,24/05/2024,31.41,432.42,Payment,Normal
T100158,C9001,INV10158,15/10/2024,2685.74,25/10/2024,400.03,19.82,Payment,Normal
T100159,C1022,INV10159,12/07/2024,2813.89,13/07/2024,409.13,147.19,Payment,Normal
T100160,C6419,INV10160,11/02/2024,3184.05,29/02/2024,332.29,144.73,Payment,Normal
T100161,C5697,INV10161,07/01/2024,3175.03,28/01/2024,278.28,286.12,Payment,Normal
T100162,C4601,INV10162,02/06/2024,322.69,12/06/2024,13.6,30.67,Payment,Normal
T100163,C2471,INV10163,29/11/2024,4462.29,14/12/2024,304.99,276.72,Payment,Normal
T100164,C3452,INV10164,06/03/2024,1459.17,24/03/2024,41.18,67.66,Payment,Normal
T100165,C3694,INV10165,16/04/2024,1831.43,21/04/2024,160.34,14.24,Payment,Normal
T100166,C1653,INV10166,09/10/2024,4874.53,10/10/2024,721.1,340.32,Payment,Normal
T100167,C6494,INV10167,02/01/2024,2726.87,15/01/2024,126.61,221.91,Payment,Normal
T100168,C4241,INV10168,26/08/2024,3455.18,31/08/2024,84.28,314.74,Payment,Normal
T100169,C4430,INV10169,16/08/2024,4130.43,30/08/2024,588.46,299.75,Payment,Normal
T100170,C2487,INV10170,30/08/2024,3105.73,11/09/2024,194.84,289.68,Payment,Normal
T100171,C6189,INV10171,25/11/2024,4343.71,29/11/2024,29.46,11.45,Payment,Normal
T100172,C5608,INV10172,11/01/2024,1944.67,31/01/2024,236.44,191.99,Payment,Normal
T100173,C6486,INV10173,03/05/2024,837.04,13/05/2024,74.6,31.88,Payment,Normal
T100174,C7731,INV10174,03/11/2024,4852.58,25/11/2024,612.97,406.81,Payment,Normal
T100175,C9807,INV10175,03/06/2024,2396.6,09/06/2024,149.12,65.52,Payment,Normal
T100176,C9212,INV10176,16/04/2024,376.24,17/04/2024,48.8,30.58,Payment,Normal
T100177,C5494,INV10177,25/04/2024,4998.62,19/05/2024,747.27,277.64,Payment,Normal
T100178,C9752,INV10178,17/02/2024,3868.04,26/02/2024,548.16,328.65,Payment,Normal
T100179,C8372,INV10179,15/11/2024,1312.01,05/12/2024,88.67,16.95,Payment,Normal
T100180,C5472,INV10180,11/01/2024,4774.85,23/01/2024,434.16,109.17,Payment,Normal
T100181,C6190,INV10181,24/03/2024,3391.33,06/04/2024,314.44,121.46,Payment,Normal
T100182,C8097,INV10182,12/03/2024,656.43,21/03/2024,66.13,34.15,Payment,Normal
T100183,C4775,INV10183,04/12/2024,3884.36,07/12/2024,303.08,331.02,Payment,Normal
T100184,C1553,INV10184,11/06/2024,2804.34,05/07/2024,235.96,245.84,Payment,Normal
T100185,C4983,INV10185,30/03/2024,2077.07,25/04/2024,41.75,5.98,Payment,Normal
T100186,C3902,INV10186,08/12/2024,3800.17,14/12/2024,353.59,267.56,Payment,Normal
T100187,C1617,INV10187,10/12/2024,1143.52,21/12/2024,23.39,1.66,Payment,Normal
T100188,C1418,INV10188,16/03/2024,1817.88,05/04/2024,160.86,71.31,Payment,Normal
T100189,C1331,INV10189,23/03/2024,2243.63,08/04/2024,304.29,78.14,Payment,Normal
T100190,C9960,INV10190,22/05/2024,2618.55,12/06/2024,307.81,103.84,Payment,Normal
T100191,C3914,INV10191,29/06/2024,3148.22,26/07/2024,407.24,298.93,Payment,Normal
T100192,C8722,INV10192,11/04/2024,820.66,21/04/2024,114.06,40.39,Payment,Normal
T100193,C5843,INV10193,04/05/2024,1365.4,17/05/2024,94.04,133.81,Payment,Normal
T100194,C7784,INV10194,11/07/2024,2513.83,20/07/2024,123.96,159.23,Payment,Normal
T100195,C4632,INV10195,28/10/2024,1276.71,05/11/2024,14.53,16.45,Payment,Normal
T100196,C6893,INV10196,21/10/2024,727.42,12/11/2024,16.57,10.1,Payment,Normal
T100197,C3147,INV10197,13/08/2024,3240.29,21/08/2024,88.4,112.01,Payment,Normal
T100198,C6917,INV10198,21/01/2024,4494.26,19/02/2024,319.52,300.02,Payment,Normal
T100199,C4252,INV10199,17/04/2024,944.37,18/04/2024,27.24,3.86,Payment,Normal
T100200,C2292,INV10200,27/09/2024,927.78,05/10/2024,38.77,16.42,Payment,Normal
T100201,C6813,INV10201,21/05/2024,534.64,24/05/2024,9.67,24.64,Payment,Normal
T100202,C9495,INV10202,17/05/2024,1111.04,26/05/2024,60.71,55.93,Payment,Normal
T100203,C1195,INV10203,11/07/2024,3482.93,08/08/2024,20.54,278.43,Payment,Normal
T100204,C3711,INV10204,13/09/2024,3176.71,06/10/2024,38.96,277.51,Payment,Normal
T100205,C1097,INV10205,25/07/2024,4612.27,06/08/2024,42.26,127.7,Payment,Normal
T100206,C5690,INV10206,06/12/2024,4050.39,31/12/2024,454.61,74.74,Payment,Normal
T100207,C7297,INV10207,17/09/2024,1125.81,27/09/2024,62.56,54.55,Payment,Normal
T100208,C8390,INV10208,12/02/2024,3129.45,14/02/2024,173.17,144.75,Payment,Normal
T100209,C8729,INV10209,11/10/2024,3762.61,27/10/2024,20.7,94.98,Payment,Normal
T100210,C7473,INV10210,11/02/2024,3595.41,23/02/2024,482.8,183.97,Payment,Normal
T100211,C7666,INV10211,25/12/2024,2707.36,23/01/2025,43.52,121.13,Payment,Normal
T100212,C9140,INV10212,26/12/2024,2709.82,23/01/2025,98.56,72.96,Payment,Normal
T100213,C1920,INV10213,11/11/2024,1948.69,18/11/2024,5.87,62.76,Payment,Normal
T100214,C5846,INV10214,30/11/2024,1136.1,10/12/2024,55.81,13.61,Payment,Normal
T100215,C3597,INV10215,23/12/2024,4463.58,30/12/2024,397.43,303.12,Payment,Normal
T100216,C3460,INV10216,19/02/2024,3966.94,09/03/2024,296.59,34.48,Payment,Normal
T100217,C5617,INV10217,02/07/2024,2731.82,23/07/2024,240.47,203.64,Payment,Normal
T100218,C8365,INV10218,22/07/2024,2215.13,12/08/2024,42.39,62.86,Payment,Normal
T100219,C1282,INV10219,25/05/2024,1879.1,12/06/2024,182.06,107.25,Payment,Normal
T100220,C8109,INV10220,18/04/2024,1844.87,02/05/2024,273,111.76,Payment,Normal
T100221,C8979,INV10221,25/02/2024,1262.41,25/03/2024,19.27,19.3,Payment,Normal
T100222,C5650,INV10222,02/10/2024,1305.19,23/10/2024,31.46,24.35,Payment,Normal
T100223,C7311,INV10223,28/03/2024,1496.97,01/04/2024,38.93,134.24,Payment,Normal
T100224,C9034,INV10224,07/03/2024,493.15,16/03/2024,38.8,20.24,Payment,Normal
T100225,C6530,INV10225,01/01/2024,4913.66,31/01/2024,82.58,195.49,Payment,Normal
T100226,C4618,INV10226,07/08/2024,4850.41,27/08/2024,629.71,396.31,Payment,Normal
T100227,C9284,INV10227,30/05/2024,1363.72,03/06/2024,34.96,91.18,Payment,Normal
T100228,C9663,INV10228,25/09/2024,4653.94,25/10/2024,388.67,266.03,Payment,Normal
T100229,C5472,INV10229,18/07/2024,1471.9,30/07/2024,169.89,27.53,Payment,Normal
T100230,C8143,INV10230,06/01/2024,1686.03,15/01/2024,107.59,85.58,Payment,Normal
T100231,C2693,INV10231,03/06/2024,1287.81,24/06/2024,22.18,78.64,Payment,Normal
T100232,C3801,INV10232,29/06/2024,1514.29,13/07/2024,132.02,23.37,Payment,Normal
T100233,C8048,INV10233,12/03/2024,2457.59,08/04/2024,196.33,12.74,Payment,Normal
T100234,C8275,INV10234,07/07/2024,1749.36,20/07/2024,35.27,11.09,Payment,Normal
T100235,C6194,INV10235,08/11/2024,4950.81,08/11/2024,239.39,400.95,Payment,Normal
T100236,C7522,INV10236,17/03/2024,1347.74,07/04/2024,137.77,102.46,Payment,Normal
T100237,C8984,INV10237,24/07/2024,3018.63,16/08/2024,213.53,124.32,Payment,Normal
T100238,C7217,INV10238,02/08/2024,1809.45,25/08/2024,252.29,150.3,Payment,Normal
T100239,C8380,INV10239,05/02/2024,4828.63,17/02/2024,90.03,352.91,Payment,Normal
T100240,C8390,INV10240,21/10/2024,4697.87,25/10/2024,127.71,31.24,Payment,Normal
T100241,C9063,INV10241,19/11/2024,3731.49,05/12/2024,321.55,314.13,Payment,Normal
T100242,C9384,INV10242,02/05/2024,784.88,09/05/2024,93.63,15.83,Payment,Normal
T100243,C6488,INV10243,21/09/2024,901.91,14/10/2024,22.22,73.47,Payment,Normal
T100244,C1826,INV10244,22/12/2024,3359.47,22/12/2024,263.58,120.55,Payment,Normal
T100245,C7988,INV10245,14/11/2024,4398.28,27/11/2024,258.91,359.16,Payment,Normal
T100246,C1564,INV10246,02/04/2024,2251.76,03/04/2024,127.32,104.18,Payment,Normal
T100247,C9371,INV10247,08/01/2024,1576.75,30/01/2024,176.82,79.27,Payment,Normal
T100248,C6232,INV10248,03/01/2024,1237.84,08/01/2024,167.03,47.52,Payment,Normal
T100249,C7923,INV10249,12/10/2024,2763.41,31/10/2024,375.74,172.5,Payment,Normal
T100250,C1336,INV10250,23/05/2024,672.8,10/06/2024,94.85,42.23,Payment,Normal
T100251,C8426,INV10251,19/09/2024,1741.04,22/09/2024,36.37,138.24,Payment,Normal
T100252,C6097,INV10252,16/07/2024,3138.36,05/08/2024,251.13,280.54,Payment,Normal
T100253,C9537,INV10253,12/07/2024,3964.13,19/07/2024,90.19,123.57,Payment,Normal
T100254,C4911,INV10254,12/01/2024,1317.6,24/01/2024,147.03,4.42,Payment,Normal
T100255,C5588,INV10255,25/04/2024,2892.46,29/04/2024,330.81,253.6,Payment,Normal
T100256,C9646,INV10256,28/05/2024,1776.2,25/06/2024,218.81,19.65,Payment,Normal
T100257,C6379,INV10257,04/05/2024,4247.62,07/05/2024,81.23,168.75,Payment,Normal
T100258,C2071,INV10258,28/01/2024,4006.75,17/02/2024,90.1,91.86,Payment,Normal
T100259,C3289,INV10259,22/12/2024,3639.04,11/01/2025,393.04,233.32,Payment,Normal
T100260,C5806,INV10260,13/09/2024,3500.35,14/09/2024,284.96,88.14,Payment,Normal
T100261,C6920,INV10261,23/08/2024,1793.91,06/09/2024,48.87,162.97,Payment,Normal
T100262,C6942,INV10262,03/06/2024,2958.62,10/06/2024,177.9,136.69,Payment,Normal
T100263,C1208,INV10263,04/07/2024,4741.69,04/07/2024,109.07,277.97,Payment,Normal
T100264,C4768,INV10264,13/11/2024,2578.85,20/11/2024,236.53,4.67,Payment,Normal
T100265,C2043,INV10265,02/05/2024,4373.41,15/05/2024,611.48,247.16,Payment,Normal
T100266,C6605,INV10266,06/03/2024,3513.59,01/04/2024,486.19,248.49,Payment,Normal
T100267,C1619,INV10267,20/10/2024,847.44,05/11/2024,73.26,51.42,Payment,Normal
T100268,C9194,INV10268,13/05/2024,2178.24,09/06/2024,240.62,203.53,Payment,Normal
T100269,C7431,INV10269,10/09/2024,4635.29,28/09/2024,313.47,52.49,Payment,Normal
T100270,C9159,INV10270,12/12/2024,4925.72,02/01/2025,619.83,61.41,Payment,Normal
T100271,C2422,INV10271,27/10/2024,4612.13,11/11/2024,601.81,239.29,Payment,Normal
T100272,C4107,INV10272,20/02/2024,2997.25,25/02/2024,179.39,16.41,Payment,Normal
T100273,C1469,INV10273,15/08/2024,1742.47,05/09/2024,209.84,0.81,Payment,Normal
T100274,C7614,INV10274,11/06/2024,1734.15,30/06/2024,103.57,93.19,Payment,Normal
T100275,C7425,INV10275,07/05/2024,4607.29,10/05/2024,239.36,159.85,Payment,Normal
T100276,C2071,INV10276,20/04/2024,3713.76,18/05/2024,251.91,83.41,Payment,Normal
T100277,C1330,INV10277,02/05/2024,2316.95,17/05/2024,48.95,40.87,Payment,Normal
T100278,C1730,INV10278,02/11/2024,2542,14/11/2024,159.74,232.55,Payment,Normal
T100279,C4216,INV10279,23/11/2024,1875.73,13/12/2024,163.35,118.6,Payment,Normal
T100280,C7797,INV10280,11/07/2024,164.16,06/08/2024,16.34,2.92,Payment,Normal
T100281,C6148,INV10281,14/03/2024,4809.24,28/03/2024,107.24,199.4,Payment,Normal
T100282,C2892,INV10282,17/07/2024,518.21,18/07/2024,77.49,26.02,Payment,Normal
T100283,C8963,INV10283,27/09/2024,3017.39,11/10/2024,30.36,226.29,Payment,Normal
T100284,C1976,INV10284,23/10/2024,1128.54,05/11/2024,152.02,23.15,Payment,Normal
T100285,C4819,INV10285,22/04/2024,1034.37,24/04/2024,5.67,48.83,Payment,Normal
T100286,C8556,INV10286,17/11/2024,2867.72,29/11/2024,28.27,222.4,Payment,Normal
T100287,C3226,INV10287,10/01/2024,2321.12,12/01/2024,182.58,102.31,Payment,Normal
T100288,C3702,INV10288,16/09/2024,2063.74,23/09/2024,173.24,32.04,Payment,Normal
